protein1 protein2 experimental database textmining combined_score
208964.PA4223 208964.PA3297 145 154 0 245
208964.PA4223 208964.PA3327 212 0 0 212
208964.PA4223 208964.PA4998 42 135 97 186
208964.PA4223 208964.PA1409 0 154 61 171
208964.PA4223 208964.PA3961 145 154 0 245
208964.PA4223 208964.PA1596 108 58 83 162
208964.PA4223 208964.PA4744 345 0 0 345
208964.PA4223 208964.PA1481 42 154 48 161
208964.PA4223 208964.PA4143 436 0 0 436
208964.PA4223 208964.PA0307 42 154 48 161
208964.PA4223 208964.PA0953 42 154 48 161
208964.PA4223 208964.PA4612 72 154 0 181
208964.PA4223 208964.PA2400 212 0 0 212
208964.PA4223 208964.PA4761 94 149 96 242
208964.PA4223 208964.PA3334 212 0 0 212
208964.PA4223 208964.PA0321 0 154 61 171
208964.PA4223 208964.PA3982 345 0 0 345
208964.PA4223 208964.PA5130 203 0 0 203
208964.PA4223 208964.PA4366 274 0 0 274
208964.PA4223 208964.PA5118 203 0 0 203
208964.PA4223 208964.PA0328 0 154 96 202
208964.PA4224 208964.PA4228 0 0 166 165
208964.PA4225 208964.PA2483 184 0 132 261
208964.PA4225 208964.PA2557 189 0 145 276
208964.PA4225 208964.PA2326 184 0 132 261
208964.PA4225 208964.PA4088 224 0 0 224
208964.PA4225 208964.PA2600 184 0 132 261
208964.PA4225 208964.PA3327 200 0 488 572
208964.PA4225 208964.PA2305 349 0 75 372
208964.PA4225 208964.PA1215 189 0 145 276
208964.PA4225 208964.PA3329 0 0 171 171
208964.PA4225 208964.PA1221 349 0 75 372
208964.PA4225 208964.PA4226 0 0 424 424
208964.PA4225 208964.PA2424 545 0 444 736
208964.PA4225 208964.PA1949 225 0 0 224
208964.PA4225 208964.PA4457 176 0 0 175
208964.PA4225 208964.PA4155 184 0 132 261
208964.PA4225 208964.PA5523 224 0 0 224
208964.PA4225 208964.PA2399 0 0 152 151
208964.PA4225 208964.PA3353 203 0 0 203
208964.PA4225 208964.PA2989 203 0 0 203
208964.PA4225 208964.PA3299 189 0 145 276
208964.PA4225 208964.PA2402 0 0 370 370
208964.PA4225 208964.PA2966 200 0 161 300
208964.PA4225 208964.PA4228 0 0 374 374
208964.PA4225 208964.PA3924 189 0 145 276
208964.PA4225 208964.PA3444 184 0 132 261
208964.PA4225 208964.PA3331 814 0 0 814
208964.PA4225 208964.PA3563 225 0 0 224
208964.PA4225 208964.PA2302 0 0 371 371
208964.PA4225 208964.PA1902 0 0 243 242
208964.PA4225 208964.PA3679 814 0 0 814
208964.PA4225 208964.PA3334 200 0 161 300
208964.PA4225 208964.PA1165 0 0 375 375
208964.PA4225 208964.PA2893 189 0 145 276
208964.PA4225 208964.PA2598 184 0 132 261
208964.PA4225 208964.PA5546 0 0 232 231
208964.PA4225 208964.PA3860 189 0 145 276
208964.PA4225 208964.PA4198 189 0 145 276
208964.PA4225 208964.PA3954 184 0 132 261
208964.PA4225 208964.PA1869 200 0 161 300
208964.PA4225 208964.PA4213 0 0 243 242
208964.PA4225 208964.PA3300 189 0 145 276
208964.PA4225 208964.PA2412 858 0 375 907
208964.PA4225 208964.PA5115 0 0 232 231
208964.PA4225 208964.PA4078 0 0 241 240
208964.PA4225 208964.PA2356 184 0 132 261
208964.PA4225 208964.PA3977 224 0 0 224
208964.PA4225 208964.PA2259 225 0 0 224
208964.PA4225 208964.PA2348 184 0 132 261
208964.PA4225 208964.PA1186 184 0 132 261
208964.PA4225 208964.PA2475 814 0 0 814
208964.PA4225 208964.PA2400 200 0 361 466
208964.PA4225 208964.PA2320 225 0 0 224
208964.PA4225 208964.PA2090 184 0 132 261
208964.PA4226 208964.PA2557 189 0 138 271
208964.PA4226 208964.PA2483 184 0 60 200
208964.PA4226 208964.PA2600 184 0 60 200
208964.PA4226 208964.PA3327 200 0 494 577
208964.PA4226 208964.PA4088 224 0 0 224
208964.PA4226 208964.PA2326 184 0 60 200
208964.PA4226 208964.PA0474 207 0 0 207
208964.PA4226 208964.PA2305 349 0 103 391
208964.PA4226 208964.PA1215 189 0 138 271
208964.PA4226 208964.PA4093 207 0 0 207
208964.PA4226 208964.PA1221 349 0 103 391
208964.PA4226 208964.PA3329 0 0 356 356
208964.PA4226 208964.PA5246 207 0 0 207
208964.PA4226 208964.PA1219 0 0 313 313
208964.PA4226 208964.PA1594 207 0 0 207
208964.PA4226 208964.PA4155 184 0 60 200
208964.PA4226 208964.PA4457 176 0 0 175
208964.PA4226 208964.PA1618 207 0 0 207
208964.PA4226 208964.PA1949 275 0 0 275
208964.PA4226 208964.PA1835 207 0 0 207
208964.PA4226 208964.PA2424 545 0 473 749
208964.PA4226 208964.PA0957 207 0 0 207
208964.PA4226 208964.PA4225 0 0 424 424
208964.PA4226 208964.PA2636 207 0 0 207
208964.PA4226 208964.PA5523 224 0 0 224
208964.PA4226 208964.PA2399 0 0 424 424
208964.PA4226 208964.PA5026 207 0 0 207
208964.PA4226 208964.PA4748 163 0 0 163
208964.PA4226 208964.PA3353 223 0 0 223
208964.PA4226 208964.PA4830 207 0 0 207
208964.PA4226 208964.PA2989 223 0 0 223
208964.PA4226 208964.PA3299 189 0 138 271
208964.PA4226 208964.PA2402 0 0 425 424
208964.PA4226 208964.PA4228 179 0 426 508
208964.PA4226 208964.PA3924 189 0 138 271
208964.PA4226 208964.PA2966 200 0 239 365
208964.PA4226 208964.PA3444 184 0 60 200
208964.PA4226 208964.PA3563 275 0 0 275
208964.PA4226 208964.PA3331 373 0 0 373
208964.PA4226 208964.PA1593 207 0 0 207
208964.PA4226 208964.PA3971 207 0 0 207
208964.PA4226 208964.PA1902 0 0 170 169
208964.PA4226 208964.PA2302 0 0 423 422
208964.PA4226 208964.PA3334 200 0 239 365
208964.PA4226 208964.PA3679 373 0 0 373
208964.PA4226 208964.PA2893 189 0 138 271
208964.PA4226 208964.PA5222 207 0 0 207
208964.PA4226 208964.PA1165 0 0 426 426
208964.PA4226 208964.PA2598 184 0 60 200
208964.PA4226 208964.PA4198 189 0 138 271
208964.PA4226 208964.PA3860 189 0 138 271
208964.PA4226 208964.PA3954 184 0 60 200
208964.PA4226 208964.PA4213 0 0 170 169
208964.PA4226 208964.PA1869 200 0 239 365
208964.PA4226 208964.PA3300 189 0 138 271
208964.PA4226 208964.PA4078 0 0 402 402
208964.PA4226 208964.PA2412 475 0 325 630
208964.PA4226 208964.PA5202 207 0 0 207
208964.PA4226 208964.PA3977 224 0 0 224
208964.PA4226 208964.PA2356 184 0 60 200
208964.PA4226 208964.PA2259 275 0 0 275
208964.PA4226 208964.PA2348 184 0 60 200
208964.PA4226 208964.PA1186 184 0 60 200
208964.PA4226 208964.PA2475 373 0 0 373
208964.PA4226 208964.PA2400 200 0 408 506
208964.PA4226 208964.PA2090 184 0 60 200
208964.PA4226 208964.PA2320 275 0 0 275
208964.PA4227 208964.PA4269 157 0 0 156
208964.PA4227 208964.PA5337 157 0 0 156
208964.PA4227 208964.PA4270 185 0 0 185
208964.PA4227 208964.PA0576 185 0 0 185
208964.PA4227 208964.PA4238 270 0 0 270
208964.PA4228 208964.PA4213 156 0 225 317
208964.PA4228 208964.PA3563 173 0 0 173
208964.PA4228 208964.PA2399 0 0 374 374
208964.PA4228 208964.PA3327 0 0 480 480
208964.PA4228 208964.PA2302 0 0 370 370
208964.PA4228 208964.PA1902 156 0 225 317
208964.PA4228 208964.PA4078 0 0 164 163
208964.PA4228 208964.PA2259 173 0 0 173
208964.PA4228 208964.PA4214 0 0 397 396
208964.PA4228 208964.PA4224 0 0 166 165
208964.PA4228 208964.PA1165 0 0 288 288
208964.PA4228 208964.PA1903 0 0 397 396
208964.PA4228 208964.PA4226 179 0 426 508
208964.PA4228 208964.PA2402 0 0 229 228
208964.PA4228 208964.PA4225 0 0 374 374
208964.PA4228 208964.PA2424 0 0 380 380
208964.PA4228 208964.PA1949 173 0 0 173
208964.PA4228 208964.PA2400 0 0 363 363
208964.PA4228 208964.PA2320 173 0 0 173
208964.PA4230 208964.PA4212 492 0 0 491
208964.PA4230 208964.PA3166 0 0 164 163
208964.PA4230 208964.PA2843 492 0 0 491
208964.PA4230 208964.PA2445 0 0 155 154
208964.PA4230 208964.PA5213 0 0 155 154
208964.PA4230 208964.PA1901 492 0 0 491
208964.PA4231 208964.PA3563 173 0 0 173
208964.PA4231 208964.PA1949 173 0 0 173
208964.PA4231 208964.PA2259 173 0 0 173
208964.PA4231 208964.PA2320 173 0 0 173
208964.PA4232 208964.PA1815 604 0 0 604
208964.PA4232 208964.PA4946 0 0 358 358
208964.PA4232 208964.PA5493 65 0 479 492
208964.PA4232 208964.PA0592 0 0 222 222
208964.PA4232 208964.PA0021 0 0 358 358
208964.PA4232 208964.PA5557 0 0 225 224
208964.PA4232 208964.PA5296 0 0 152 151
208964.PA4232 208964.PA3617 0 0 358 358
208964.PA4232 208964.PA4316 218 0 0 218
208964.PA4232 208964.PA2138 0 0 367 367
208964.PA4232 208964.PA4679 179 0 0 179
208964.PA4232 208964.PA4931 250 0 0 250
208964.PA4232 208964.PA4283 152 0 0 151
208964.PA4232 208964.PA1866 178 0 0 177
208964.PA4232 208964.PA2122 154 0 0 153
208964.PA4232 208964.PA0669 357 0 0 357
208964.PA4232 208964.PA3344 235 0 358 487
208964.PA4232 208964.PA0772 250 0 0 250
208964.PA4232 208964.PA3011 205 0 0 205
208964.PA4232 208964.PA1532 553 0 0 553
208964.PA4232 208964.PA5443 0 0 152 151
208964.PA4232 208964.PA3832 271 0 0 271
208964.PA4232 208964.PA3725 241 0 0 240
208964.PA4232 208964.PA4448 320 0 0 319
208964.PA4232 208964.PA1935 0 0 152 151
208964.PA4232 208964.PA1045 195 0 0 195
208964.PA4232 208964.PA3620 269 0 0 269
208964.PA4232 208964.PA3640 357 0 0 357
208964.PA4232 208964.PA5050 271 0 240 422
208964.PA4232 208964.PA0577 140 0 352 418
208964.PA4232 208964.PA1405 0 0 152 151
208964.PA4234 208964.PA4523 0 0 225 224
208964.PA4234 208964.PA5296 225 0 164 324
208964.PA4234 208964.PA4700 175 0 0 175
208964.PA4234 208964.PA3138 806 360 557 940
208964.PA4234 208964.PA2585 126 360 500 695
208964.PA4234 208964.PA1949 173 0 0 173
208964.PA4234 208964.PA4946 0 360 0 360
208964.PA4234 208964.PA3563 173 0 0 173
208964.PA4234 208964.PA3002 806 0 358 870
208964.PA4234 208964.PA4760 156 0 0 155
208964.PA4234 208964.PA1801 156 0 0 155
208964.PA4234 208964.PA5443 225 0 453 557
208964.PA4234 208964.PA3777 0 0 358 358
208964.PA4234 208964.PA1935 225 0 164 324
208964.PA4234 208964.PA1191 156 0 0 155
208964.PA4234 208964.PA1800 175 0 0 175
208964.PA4234 208964.PA2320 173 0 0 173
208964.PA4234 208964.PA1405 225 0 151 313
208964.PA4234 208964.PA4407 175 0 0 175
208964.PA4234 208964.PA3326 156 0 0 155
208964.PA4234 208964.PA2259 173 0 0 173
208964.PA4235 208964.PA4880 0 900 0 900
208964.PA4235 208964.PA3531 0 900 0 900
208964.PA4235 208964.PA3530 0 0 276 276
208964.PA4236 208964.PA2147 142 900 0 910
208964.PA4236 208964.PA4056 208 0 0 208
208964.PA4236 208964.PA4944 563 0 0 563
208964.PA4236 208964.PA4613 0 900 0 900
208964.PA4237 208964.PA5343 434 0 0 434
208964.PA4237 208964.PA4262 960 0 358 972
208964.PA4237 208964.PA2345 256 0 0 256
208964.PA4237 208964.PA0794 610 0 79 625
208964.PA4237 208964.PA4980 428 0 0 428
208964.PA4237 208964.PA2841 428 0 0 428
208964.PA4237 208964.PA3146 434 0 0 434
208964.PA4237 208964.PA3990 719 0 0 719
208964.PA4237 208964.PA4741 960 0 358 972
208964.PA4237 208964.PA4259 960 0 0 959
208964.PA4237 208964.PA1122 611 0 0 611
208964.PA4237 208964.PA4005 806 0 0 806
208964.PA4237 208964.PA4241 960 0 0 959
208964.PA4237 208964.PA0555 492 0 0 491
208964.PA4237 208964.PA3701 634 0 0 634
208964.PA4237 208964.PA5337 563 0 0 563
208964.PA4237 208964.PA0579 960 0 0 959
208964.PA4237 208964.PA4275 492 0 0 491
208964.PA4237 208964.PA3924 465 0 0 465
208964.PA4237 208964.PA2966 552 0 0 552
208964.PA4237 208964.PA4276 492 0 0 491
208964.PA4237 208964.PA5567 643 0 0 643
208964.PA4237 208964.PA1624 195 0 0 195
208964.PA4237 208964.PA1375 383 0 0 382
208964.PA4237 208964.PA1041 205 0 0 205
208964.PA4237 208964.PA4932 960 0 0 959
208964.PA4237 208964.PA3692 205 0 0 205
208964.PA4237 208964.PA3601 699 0 0 699
208964.PA4237 208964.PA2840 459 0 0 459
208964.PA4237 208964.PA1737 428 0 0 428
208964.PA4237 208964.PA4566 745 0 0 745
208964.PA4237 208964.PA0745 428 0 0 428
208964.PA4237 208964.PA3299 465 0 0 465
208964.PA4237 208964.PA2927 367 0 0 367
208964.PA4237 208964.PA4934 960 0 0 959
208964.PA4237 208964.PA0070 195 0 0 195
208964.PA4237 208964.PA4273 806 0 0 806
208964.PA4237 208964.PA0428 459 0 0 459
208964.PA4237 208964.PA2767 428 0 0 428
208964.PA4237 208964.PA5338 547 0 0 547
208964.PA4237 208964.PA0373 492 0 0 491
208964.PA4237 208964.PA4246 960 0 0 959
208964.PA4237 208964.PA3745 960 0 0 959
208964.PA4237 208964.PA4270 551 0 0 551
208964.PA4237 208964.PA2103 525 0 0 525
208964.PA4237 208964.PA1793 630 0 0 630
208964.PA4237 208964.PA1821 428 0 0 428
208964.PA4237 208964.PA4238 492 0 0 491
208964.PA4237 208964.PA4264 960 0 0 959
208964.PA4237 208964.PA3868 644 0 0 644
208964.PA4237 208964.PA4735 195 0 0 195
208964.PA4237 208964.PA4744 917 0 0 916
208964.PA4237 208964.PA3950 459 0 0 459
208964.PA4237 208964.PA2566 256 0 0 256
208964.PA4237 208964.PA5470 634 0 0 634
208964.PA4237 208964.PA5570 960 0 0 959
208964.PA4237 208964.PA5418 256 0 0 256
208964.PA4237 208964.PA4240 960 0 0 959
208964.PA4237 208964.PA4433 960 0 358 972
208964.PA4237 208964.PA4068 434 0 0 434
208964.PA4237 208964.PA1510 367 0 0 367
208964.PA4237 208964.PA0767 806 0 0 806
208964.PA4237 208964.PA4568 960 0 0 959
208964.PA4237 208964.PA0019 611 0 0 611
208964.PA4237 208964.PA4260 960 0 0 959
208964.PA4237 208964.PA4661 367 0 0 367
208964.PA4237 208964.PA2194 256 0 0 256
208964.PA4237 208964.PA5252 579 0 0 579
208964.PA4237 208964.PA4269 576 0 0 576
208964.PA4237 208964.PA2741 960 0 0 959
208964.PA4237 208964.PA1874 205 0 0 205
208964.PA4237 208964.PA0934 547 0 0 547
208964.PA4237 208964.PA1629 428 0 0 428
208964.PA4237 208964.PA1949 173 0 0 173
208964.PA4237 208964.PA4267 960 0 0 959
208964.PA4237 208964.PA2424 848 0 0 848
208964.PA4237 208964.PA3246 591 0 0 591
208964.PA4237 208964.PA5568 425 0 0 424
208964.PA4237 208964.PA0766 203 0 0 203
208964.PA4237 208964.PA5049 951 0 0 951
208964.PA4237 208964.PA3327 552 0 0 552
208964.PA4237 208964.PA4274 960 0 358 972
208964.PA4237 208964.PA0456 305 0 0 305
208964.PA4237 208964.PA0868 634 0 0 634
208964.PA4237 208964.PA0344 643 0 0 643
208964.PA4237 208964.PA1034 425 0 0 424
208964.PA4237 208964.PA4595 579 0 0 579
208964.PA4237 208964.PA3807 649 0 0 649
208964.PA4237 208964.PA2557 465 0 0 465
208964.PA4237 208964.PA5315 960 0 243 968
208964.PA4237 208964.PA0431 547 0 0 547
208964.PA4237 208964.PA4768 806 0 0 806
208964.PA4237 208964.PA1562 610 0 79 625
208964.PA4237 208964.PA3626 793 0 0 793
208964.PA4237 208964.PA4265 644 0 0 644
208964.PA4237 208964.PA1215 465 0 0 465
208964.PA4237 208964.PA1209 472 0 0 472
208964.PA4237 208964.PA2097 367 0 0 367
208964.PA4237 208964.PA3162 793 0 0 793
208964.PA4237 208964.PA4760 702 0 0 702
208964.PA4237 208964.PA1119 205 0 0 205
208964.PA4237 208964.PA4252 960 0 0 959
208964.PA4237 208964.PA4813 367 0 0 367
208964.PA4237 208964.PA1777 205 0 0 205
208964.PA4237 208964.PA4242 951 0 0 951
208964.PA4237 208964.PA1675 492 0 0 491
208964.PA4237 208964.PA4747 492 0 0 491
208964.PA4237 208964.PA4340 205 0 0 205
208964.PA4237 208964.PA1240 428 0 0 428
208964.PA4237 208964.PA3742 960 0 356 972
208964.PA4237 208964.PA4247 960 0 0 959
208964.PA4237 208964.PA0316 383 0 0 382
208964.PA4237 208964.PA1960 305 0 0 305
208964.PA4237 208964.PA4943 806 0 0 806
208964.PA4237 208964.PA1425 579 0 0 579
208964.PA4237 208964.PA4567 960 0 0 959
208964.PA4237 208964.PA3014 428 0 0 428
208964.PA4237 208964.PA0455 459 0 0 459
208964.PA4237 208964.PA5316 960 0 0 959
208964.PA4237 208964.PA4468 701 0 0 701
208964.PA4237 208964.PA3019 579 0 0 579
208964.PA4237 208964.PA1208 367 0 0 367
208964.PA4237 208964.PA3227 630 0 0 630
208964.PA4237 208964.PA3653 806 0 0 806
208964.PA4237 208964.PA3337 434 0 0 434
208964.PA4237 208964.PA4986 256 0 0 256
208964.PA4237 208964.PA1191 702 0 0 702
208964.PA4237 208964.PA1800 631 0 0 631
208964.PA4237 208964.PA2320 173 0 0 173
208964.PA4237 208964.PA3266 305 0 0 305
208964.PA4237 208964.PA4936 805 0 0 805
208964.PA4237 208964.PA4361 434 0 0 434
208964.PA4237 208964.PA2400 552 0 0 552
208964.PA4237 208964.PA4268 960 0 0 959
208964.PA4237 208964.PA3861 459 0 0 459
208964.PA4237 208964.PA1021 428 0 0 428
208964.PA4237 208964.PA4563 960 0 0 959
208964.PA4237 208964.PA4807 492 0 0 491
208964.PA4237 208964.PA3300 465 0 0 465
208964.PA4237 208964.PA5195 792 0 0 792
208964.PA4237 208964.PA2122 806 0 0 806
208964.PA4237 208964.PA4254 960 0 0 959
208964.PA4237 208964.PA4261 960 0 0 959
208964.PA4237 208964.PA2975 591 0 0 591
208964.PA4237 208964.PA2071 710 0 0 710
208964.PA4237 208964.PA2622 305 0 0 305
208964.PA4237 208964.PA0589 472 0 0 472
208964.PA4237 208964.PA4250 960 0 0 959
208964.PA4237 208964.PA3656 960 0 0 959
208964.PA4237 208964.PA1869 552 0 0 552
208964.PA4237 208964.PA4473 492 0 0 491
208964.PA4237 208964.PA3591 428 0 0 428
208964.PA4237 208964.PA4544 591 0 0 591
208964.PA4237 208964.PA2548 195 0 0 195
208964.PA4237 208964.PA4255 960 0 0 959
208964.PA4237 208964.PA5492 793 0 0 793
208964.PA4237 208964.PA1296 383 0 0 382
208964.PA4237 208964.PA2259 173 0 0 173
208964.PA4237 208964.PA4409 492 0 0 491
208964.PA4237 208964.PA2742 960 0 0 959
208964.PA4237 208964.PA1178 425 0 0 424
208964.PA4237 208964.PA4257 960 0 0 959
208964.PA4237 208964.PA3746 792 0 0 792
208964.PA4237 208964.PA4244 960 0 0 959
208964.PA4237 208964.PA4446 203 0 0 203
208964.PA4237 208964.PA0961 305 0 0 305
208964.PA4237 208964.PA1266 256 0 0 256
208964.PA4237 208964.PA4253 960 0 358 972
208964.PA4237 208964.PA3426 428 0 0 428
208964.PA4237 208964.PA1538 367 0 0 367
208964.PA4237 208964.PA3600 699 0 0 699
208964.PA4237 208964.PA0833 205 0 0 205
208964.PA4237 208964.PA4745 492 0 0 491
208964.PA4237 208964.PA4258 960 0 178 965
208964.PA4237 208964.PA4239 960 0 0 959
208964.PA4237 208964.PA4935 960 0 0 959
208964.PA4237 208964.PA2893 465 0 0 465
208964.PA4237 208964.PA4751 713 0 0 713
208964.PA4237 208964.PA4432 960 0 0 959
208964.PA4237 208964.PA4251 960 0 358 972
208964.PA4237 208964.PA5275 492 0 0 491
208964.PA4237 208964.PA2862 367 0 0 367
208964.PA4237 208964.PA4665 806 0 0 806
208964.PA4237 208964.PA3943 472 0 0 472
208964.PA4237 208964.PA4463 806 0 0 806
208964.PA4237 208964.PA5454 434 0 0 434
208964.PA4237 208964.PA4272 960 0 0 959
208964.PA4237 208964.PA2851 806 0 0 806
208964.PA4237 208964.PA2900 205 0 0 205
208964.PA4237 208964.PA2890 428 0 0 428
208964.PA4237 208964.PA0017 337 0 0 337
208964.PA4237 208964.PA5393 367 0 0 367
208964.PA4237 208964.PA4249 960 0 0 959
208964.PA4237 208964.PA2013 428 0 0 428
208964.PA4237 208964.PA5398 256 0 0 256
208964.PA4237 208964.PA1748 428 0 0 428
208964.PA4237 208964.PA2970 980 0 358 986
208964.PA4237 208964.PA3860 465 0 0 465
208964.PA4237 208964.PA4198 465 0 0 465
208964.PA4237 208964.PA4330 428 0 0 428
208964.PA4237 208964.PA4403 492 0 0 491
208964.PA4237 208964.PA4256 960 150 0 964
208964.PA4237 208964.PA3804 492 0 0 491
208964.PA4237 208964.PA4243 492 0 0 491
208964.PA4237 208964.PA5118 472 0 0 472
208964.PA4237 208964.PA4271 806 0 0 806
208964.PA4237 208964.PA5183 195 0 0 195
208964.PA4237 208964.PA4366 701 0 0 701
208964.PA4237 208964.PA1964 579 0 0 579
208964.PA4237 208964.PA0770 806 0 0 806
208964.PA4237 208964.PA3903 800 0 0 800
208964.PA4237 208964.PA4263 980 0 358 986
208964.PA4237 208964.PA4248 960 0 0 959
208964.PA4237 208964.PA0744 428 0 0 428
208964.PA4237 208964.PA4671 960 0 0 959
208964.PA4237 208964.PA3554 434 0 0 434
208964.PA4237 208964.PA3982 801 0 0 801
208964.PA4237 208964.PA3563 173 0 0 173
208964.PA4237 208964.PA2744 772 0 0 772
208964.PA4237 208964.PA2043 591 0 0 591
208964.PA4237 208964.PA4752 383 0 0 382
208964.PA4237 208964.PA5130 472 0 0 472
208964.PA4237 208964.PA4277 644 0 0 644
208964.PA4237 208964.PA3466 459 0 0 459
208964.PA4237 208964.PA3334 552 0 0 552
208964.PA4237 208964.PA2827 492 0 0 491
208964.PA4237 208964.PA3526 205 0 0 205
208964.PA4237 208964.PA3049 492 0 0 491
208964.PA4237 208964.PA1159 305 0 0 305
208964.PA4237 208964.PA1578 492 0 0 491
208964.PA4237 208964.PA1048 205 0 0 205
208964.PA4237 208964.PA4245 960 0 0 959
208964.PA4237 208964.PA4266 710 0 0 710
208964.PA4237 208964.PA0973 205 0 0 205
208964.PA4237 208964.PA4631 434 0 0 434
208964.PA4238 208964.PA4433 543 0 0 543
208964.PA4238 208964.PA4240 763 0 0 763
208964.PA4238 208964.PA2488 270 0 0 270
208964.PA4238 208964.PA2588 264 0 0 264
208964.PA4238 208964.PA0652 806 0 0 806
208964.PA4238 208964.PA0864 270 0 0 270
208964.PA4238 208964.PA1455 631 0 0 631
208964.PA4238 208964.PA3868 0 0 164 163
208964.PA4238 208964.PA5570 492 0 0 491
208964.PA4238 208964.PA2741 492 0 0 491
208964.PA4238 208964.PA4237 492 0 0 491
208964.PA4238 208964.PA4267 765 0 0 765
208964.PA4238 208964.PA1949 194 0 0 194
208964.PA4238 208964.PA3852 362 0 0 362
208964.PA4238 208964.PA4282 198 0 0 198
208964.PA4238 208964.PA0907 800 0 0 800
208964.PA4238 208964.PA2859 599 0 0 599
208964.PA4238 208964.PA2557 250 0 0 250
208964.PA4238 208964.PA4755 589 0 0 589
208964.PA4238 208964.PA5049 492 0 0 491
208964.PA4238 208964.PA4998 73 154 0 182
208964.PA4238 208964.PA2821 362 0 0 362
208964.PA4238 208964.PA3162 502 0 0 502
208964.PA4238 208964.PA3263 301 0 0 301
208964.PA4238 208964.PA2273 377 0 0 377
208964.PA4238 208964.PA1215 250 0 0 250
208964.PA4238 208964.PA4265 0 0 169 169
208964.PA4238 208964.PA2276 270 0 0 270
208964.PA4238 208964.PA2489 270 0 0 270
208964.PA4238 208964.PA1045 602 614 0 839
208964.PA4238 208964.PA2093 358 0 97 395
208964.PA4238 208964.PA4262 502 0 0 502
208964.PA4238 208964.PA4094 270 0 0 270
208964.PA4238 208964.PA4275 601 0 0 601
208964.PA4238 208964.PA1380 270 0 0 270
208964.PA4238 208964.PA5285 800 0 0 800
208964.PA4238 208964.PA4241 763 0 0 763
208964.PA4238 208964.PA5337 960 924 644 998
208964.PA4238 208964.PA4932 614 0 0 614
208964.PA4238 208964.PA3932 492 0 0 491
208964.PA4238 208964.PA2840 139 287 97 397
208964.PA4238 208964.PA4742 218 0 0 218
208964.PA4238 208964.PA3601 367 0 0 367
208964.PA4238 208964.PA2277 153 0 0 152
208964.PA4238 208964.PA2813 362 0 0 362
208964.PA4238 208964.PA0149 358 0 97 395
208964.PA4238 208964.PA1776 358 0 97 395
208964.PA4238 208964.PA2227 270 0 0 270
208964.PA4238 208964.PA3745 719 0 0 719
208964.PA4238 208964.PA2337 270 0 0 270
208964.PA4238 208964.PA2007 367 0 0 367
208964.PA4238 208964.PA0950 582 0 0 582
208964.PA4238 208964.PA4934 719 0 0 719
208964.PA4238 208964.PA4432 719 0 0 719
208964.PA4238 208964.PA2893 250 0 0 250
208964.PA4238 208964.PA3617 179 0 0 179
208964.PA4238 208964.PA2016 377 0 0 377
208964.PA4238 208964.PA4853 175 0 0 175
208964.PA4238 208964.PA1109 270 0 0 270
208964.PA4238 208964.PA3600 367 0 0 367
208964.PA4238 208964.PA4935 719 0 0 719
208964.PA4238 208964.PA3860 250 0 0 250
208964.PA4238 208964.PA2970 492 0 0 491
208964.PA4238 208964.PA4787 270 0 0 270
208964.PA4238 208964.PA2096 270 0 0 270
208964.PA4238 208964.PA3818 492 0 0 491
208964.PA4238 208964.PA4272 547 0 0 547
208964.PA4238 208964.PA1182 270 0 0 270
208964.PA4238 208964.PA5566 272 795 0 844
208964.PA4238 208964.PA4740 0 0 358 358
208964.PA4238 208964.PA4249 763 0 0 763
208964.PA4238 208964.PA0791 270 0 0 270
208964.PA4238 208964.PA3331 206 0 0 206
208964.PA4238 208964.PA3002 792 0 0 792
208964.PA4238 208964.PA4870 354 0 0 354
208964.PA4238 208964.PA4277 0 0 169 169
208964.PA4238 208964.PA3035 362 0 0 362
208964.PA4238 208964.PA4271 494 0 0 493
208964.PA4238 208964.PA2050 358 0 97 395
208964.PA4238 208964.PA3308 686 553 121 865
208964.PA4238 208964.PA4248 745 0 0 745
208964.PA4238 208964.PA4263 654 0 0 654
208964.PA4238 208964.PA4671 492 0 0 491
208964.PA4238 208964.PA4428 765 0 0 765
208964.PA4238 208964.PA3614 256 588 0 680
208964.PA4238 208964.PA4245 582 0 0 582
208964.PA4238 208964.PA0306 270 0 0 270
208964.PA4238 208964.PA3220 270 0 0 270
208964.PA4238 208964.PA4762 182 0 0 181
208964.PA4238 208964.PA3423 270 0 0 270
208964.PA4238 208964.PA0416 270 0 0 270
208964.PA4238 208964.PA3844 362 0 0 362
208964.PA4238 208964.PA4686 198 0 0 198
208964.PA4238 208964.PA2468 358 0 97 395
208964.PA4238 208964.PA5316 504 0 0 504
208964.PA4238 208964.PA2696 270 0 0 270
208964.PA4238 208964.PA3215 270 0 0 270
208964.PA4238 208964.PA5332 234 0 0 234
208964.PA4238 208964.PA3987 175 0 0 175
208964.PA4238 208964.PA0183 384 0 0 384
208964.PA4238 208964.PA2475 206 0 0 206
208964.PA4238 208964.PA2718 383 0 0 382
208964.PA4238 208964.PA3861 139 287 97 397
208964.PA4238 208964.PA3664 582 0 0 582
208964.PA4238 208964.PA4385 236 0 590 673
208964.PA4238 208964.PA3898 270 0 0 270
208964.PA4238 208964.PA0564 270 0 0 270
208964.PA4238 208964.PA4761 209 0 507 593
208964.PA4238 208964.PA0275 475 0 0 475
208964.PA4238 208964.PA2556 270 0 0 270
208964.PA4238 208964.PA2320 194 0 0 194
208964.PA4238 208964.PA4816 358 0 97 395
