protein1 protein2 experimental database textmining combined_score
208964.PA1484 208964.PA1611 144 0 98 194
208964.PA1484 208964.PA1243 326 0 170 416
208964.PA1484 208964.PA3044 185 0 53 195
208964.PA1484 208964.PA3074 178 0 0 177
208964.PA1484 208964.PA1992 153 0 147 246
208964.PA1484 208964.PA4982 231 0 74 257
208964.PA1484 208964.PA1976 231 0 102 279
208964.PA1484 208964.PA3946 376 0 168 458
208964.PA1484 208964.PA3271 231 0 166 331
208964.PA1484 208964.PA1396 145 0 74 174
208964.PA1484 208964.PA2824 231 0 74 257
208964.PA1485 208964.PA5007 70 154 75 208
208964.PA1485 208964.PA4998 70 154 75 208
208964.PA1485 208964.PA2152 381 218 82 516
208964.PA1485 208964.PA4378 70 154 75 208
208964.PA1485 208964.PA2151 381 218 82 516
208964.PA1487 208964.PA3761 0 0 417 416
208964.PA1487 208964.PA0766 255 290 121 494
208964.PA1487 208964.PA0868 157 0 0 156
208964.PA1487 208964.PA2778 102 154 0 207
208964.PA1487 208964.PA0657 241 454 0 567
208964.PA1487 208964.PA2102 542 270 138 686
208964.PA1487 208964.PA5470 157 0 0 156
208964.PA1487 208964.PA3060 102 154 0 207
208964.PA1487 208964.PA5110 0 0 160 159
208964.PA1487 208964.PA3810 156 0 0 155
208964.PA1487 208964.PA1045 176 115 0 239
208964.PA1487 208964.PA2498 305 154 81 412
208964.PA1487 208964.PA3701 157 0 0 156
208964.PA1487 208964.PA3287 305 154 81 412
208964.PA1487 208964.PA4873 156 0 0 155
208964.PA1487 208964.PA3562 0 0 408 408
208964.PA1487 208964.PA1866 176 115 0 239
208964.PA1487 208964.PA3760 508 0 447 716
208964.PA1487 208964.PA3074 102 154 0 207
208964.PA1487 208964.PA4612 305 154 81 412
208964.PA1487 208964.PA4446 255 290 121 494
208964.PA1487 208964.PA5038 0 0 164 163
208964.PA1487 208964.PA4437 102 154 0 207
208964.PA1487 208964.PA3582 0 900 0 900
208964.PA1487 208964.PA3579 0 900 0 900
208964.PA1487 208964.PA0639 542 270 149 690
208964.PA1487 208964.PA4761 156 0 0 155
208964.PA1488 208964.PA3450 245 0 0 244
208964.PA1488 208964.PA4152 0 0 152 151
208964.PA1488 208964.PA4331 300 0 0 300
208964.PA1488 208964.PA5411 300 0 0 300
208964.PA1488 208964.PA1234 291 0 96 331
208964.PA1488 208964.PA0848 245 0 0 244
208964.PA1488 208964.PA4905 300 0 0 300
208964.PA1488 208964.PA5236 300 0 0 300
208964.PA1488 208964.PA3529 245 0 0 244
208964.PA1488 208964.PA4061 461 0 101 494
208964.PA1488 208964.PA3498 300 0 0 300
208964.PA1488 208964.PA2514 300 0 0 300
208964.PA1488 208964.PA2739 188 0 0 188
208964.PA1488 208964.PA0139 245 0 0 244
208964.PA1488 208964.PA2336 461 0 101 494
208964.PA1488 208964.PA0307 291 0 95 330
208964.PA1488 208964.PA1481 291 0 96 331
208964.PA1488 208964.PA0953 291 0 96 331
208964.PA1488 208964.PA2694 291 0 96 331
208964.PA1488 208964.PA2516 300 0 0 300
208964.PA1488 208964.PA2477 291 0 96 331
208964.PA1488 208964.PA3809 300 0 0 300
208964.PA1488 208964.PA5240 461 0 101 494
208964.PA1488 208964.PA4658 237 0 0 237
208964.PA1493 208964.PA0282 0 900 224 919
208964.PA1493 208964.PA0281 0 900 224 919
208964.PA1493 208964.PA0222 0 0 260 260
208964.PA1493 208964.PA0283 0 900 0 900
208964.PA1493 208964.PA0280 0 900 224 919
208964.PA1496 208964.PA4975 131 0 97 181
208964.PA1496 208964.PA1225 131 0 97 181
208964.PA1496 208964.PA0853 131 0 97 181
208964.PA1496 208964.PA2580 131 0 97 181
208964.PA1496 208964.PA3739 0 0 229 228
208964.PA1496 208964.PA1224 131 0 97 181
208964.PA1498 208964.PA2619 178 0 0 177
208964.PA1498 208964.PA0639 245 0 0 244
208964.PA1498 208964.PA1384 56 0 154 167
208964.PA1498 208964.PA4253 691 0 0 691
208964.PA1498 208964.PA4261 693 0 0 693
208964.PA1498 208964.PA4267 670 0 0 670
208964.PA1498 208964.PA4240 655 0 0 655
208964.PA1498 208964.PA4433 689 0 0 689
208964.PA1498 208964.PA4998 151 0 62 169
208964.PA1498 208964.PA0546 177 0 158 277
208964.PA1498 208964.PA0548 0 0 224 224
208964.PA1498 208964.PA2461 156 0 0 155
208964.PA1498 208964.PA3562 0 0 349 349
208964.PA1498 208964.PA4251 697 0 0 697
208964.PA1498 208964.PA3563 156 0 0 155
208964.PA1498 208964.PA5240 156 0 0 155
208964.PA1498 208964.PA4250 643 0 0 643
208964.PA1498 208964.PA3656 655 0 0 655
208964.PA1498 208964.PA4260 692 0 0 692
208964.PA1498 208964.PA4264 662 0 0 662
208964.PA1498 208964.PA4252 703 0 0 703
208964.PA1498 208964.PA5007 151 0 62 169
208964.PA1498 208964.PA4274 643 0 0 643
208964.PA1498 208964.PA0552 0 0 224 224
208964.PA1498 208964.PA5131 0 0 225 224
208964.PA1498 208964.PA4259 663 0 0 663
208964.PA1498 208964.PA4273 425 0 0 424
208964.PA1498 208964.PA4246 662 0 0 662
208964.PA1498 208964.PA4249 655 0 0 655
208964.PA1498 208964.PA4272 686 0 0 686
208964.PA1498 208964.PA3635 60 0 224 239
208964.PA1498 208964.PA4245 692 0 0 692
208964.PA1498 208964.PA4248 689 0 0 689
208964.PA1498 208964.PA4263 691 0 0 691
208964.PA1498 208964.PA2320 156 0 0 155
208964.PA1498 208964.PA1981 173 0 0 173
208964.PA1498 208964.PA4329 0 900 0 900
208964.PA1498 208964.PA4257 656 0 0 656
208964.PA1498 208964.PA4244 689 0 0 689
208964.PA1498 208964.PA1949 156 0 0 155
208964.PA1498 208964.PA3807 0 900 0 900
208964.PA1498 208964.PA3272 178 0 0 177
208964.PA1498 208964.PA4241 655 0 0 655
208964.PA1498 208964.PA4262 651 0 0 651
208964.PA1498 208964.PA4256 703 0 0 703
208964.PA1498 208964.PA4258 689 0 0 689
208964.PA1498 208964.PA4239 654 0 0 654
208964.PA1498 208964.PA1770 0 900 0 900
208964.PA1498 208964.PA4840 178 0 0 177
208964.PA1498 208964.PA4268 643 0 0 643
208964.PA1498 208964.PA4247 689 0 0 689
208964.PA1498 208964.PA2259 156 0 0 155
208964.PA1498 208964.PA4255 689 0 0 689
208964.PA1498 208964.PA4254 643 0 0 643
208964.PA1498 208964.PA3760 0 0 349 349
208964.PA1498 208964.PA3118 0 0 200 200
208964.PA1498 208964.PA2796 0 0 225 224
208964.PA1498 208964.PA3629 0 0 169 169
208964.PA1498 208964.PA4378 151 0 62 169
208964.PA1498 208964.PA4741 662 0 0 662
208964.PA1498 208964.PA4748 0 0 189 189
208964.PA1498 208964.PA5110 0 0 225 224
208964.PA1499 208964.PA1052 0 900 0 900
208964.PA1502 208964.PA4696 0 540 0 540
208964.PA1502 208964.PA4180 0 540 0 540
208964.PA1502 208964.PA3506 0 540 0 540
208964.PA1502 208964.PA1417 0 540 0 540
208964.PA1502 208964.PA4901 0 540 0 540
208964.PA1502 208964.PA4977 0 540 0 540
208964.PA1502 208964.PA2035 0 540 0 540
208964.PA1504 208964.PA4407 117 0 78 151
208964.PA1505 208964.PA3915 0 0 152 151
208964.PA1505 208964.PA3870 0 900 0 900
208964.PA1505 208964.PA3029 0 0 152 151
208964.PA1505 208964.PA3987 156 0 0 155
208964.PA1505 208964.PA3916 0 0 224 224
208964.PA1508 208964.PA0094 415 0 137 473
208964.PA1509 208964.PA1510 900 0 230 919
208964.PA1510 208964.PA1400 160 0 0 159
208964.PA1510 208964.PA4252 328 0 0 328
208964.PA1510 208964.PA3745 367 0 0 367
208964.PA1510 208964.PA4242 328 0 0 328
208964.PA1510 208964.PA4244 328 0 0 328
208964.PA1510 208964.PA4246 328 0 0 328
208964.PA1510 208964.PA2767 186 0 0 186
208964.PA1510 208964.PA1509 900 0 230 919
208964.PA1510 208964.PA2827 367 0 0 367
208964.PA1510 208964.PA0745 186 0 0 186
208964.PA1510 208964.PA3591 186 0 0 186
208964.PA1510 208964.PA1737 186 0 0 186
208964.PA1510 208964.PA5315 367 0 0 367
208964.PA1510 208964.PA0744 186 0 0 186
208964.PA1510 208964.PA4271 367 0 0 367
208964.PA1510 208964.PA4263 356 0 0 356
208964.PA1510 208964.PA4274 367 0 0 367
208964.PA1510 208964.PA1021 186 0 0 186
208964.PA1510 208964.PA4330 186 0 0 186
208964.PA1510 208964.PA1748 186 0 0 186
208964.PA1510 208964.PA2741 367 0 0 367
208964.PA1510 208964.PA2863 501 0 0 501
208964.PA1510 208964.PA1629 186 0 0 186
208964.PA1510 208964.PA4237 367 0 0 367
208964.PA1510 208964.PA2013 186 0 0 186
208964.PA1510 208964.PA4568 367 0 0 367
208964.PA1510 208964.PA2890 186 0 0 186
208964.PA1510 208964.PA4741 328 0 0 328
208964.PA1510 208964.PA4432 367 0 0 367
208964.PA1510 208964.PA4433 274 0 0 274
208964.PA1510 208964.PA2841 186 0 0 186
208964.PA1510 208964.PA3014 186 0 0 186
208964.PA1510 208964.PA5316 367 0 0 367
208964.PA1510 208964.PA4567 367 0 0 367
208964.PA1510 208964.PA5275 367 0 0 367
208964.PA1510 208964.PA1240 186 0 0 186
208964.PA1510 208964.PA3600 328 0 0 328
208964.PA1510 208964.PA4258 330 0 0 330
208964.PA1510 208964.PA4980 186 0 0 186
208964.PA1510 208964.PA3426 186 0 0 186
208964.PA1510 208964.PA1821 186 0 0 186
208964.PA1510 208964.PA4262 336 0 0 336
208964.PA1511 208964.PA2373 0 360 0 360
208964.PA1511 208964.PA0095 0 360 0 360
208964.PA1511 208964.PA5090 0 360 0 360
208964.PA1511 208964.PA5266 0 360 0 360
208964.PA1511 208964.PA0262 0 360 0 360
208964.PA1511 208964.PA3486 0 360 0 360
208964.PA1511 208964.PA0091 0 360 0 360
208964.PA1511 208964.PA4922 457 0 0 457
208964.PA1511 208964.PA2685 0 360 0 360
208964.PA1511 208964.PA3294 0 360 0 360
208964.PA1511 208964.PA0082 0 360 0 360
208964.PA1512 208964.PA0083 389 0 0 388
208964.PA1512 208964.PA5267 900 0 0 900
208964.PA1512 208964.PA0263 900 0 0 900
208964.PA1512 208964.PA2366 463 0 97 494
208964.PA1512 208964.PA2365 389 0 0 388
208964.PA1512 208964.PA0084 463 0 97 494
208964.PA1512 208964.PA1657 575 0 0 575
208964.PA1512 208964.PA1658 463 0 97 494
208964.PA1518 208964.PA1079 152 0 0 151
208964.PA1518 208964.PA3287 0 222 121 286
208964.PA1518 208964.PA5107 0 188 169 296
208964.PA1518 208964.PA1102 152 0 0 151
208964.PA1518 208964.PA4612 0 222 121 286
208964.PA1518 208964.PA2548 181 0 0 181
208964.PA1518 208964.PA4054 247 0 0 246
208964.PA1518 208964.PA1443 152 0 0 151
208964.PA1518 208964.PA2498 0 222 121 286
208964.PA1520 208964.PA1678 184 0 0 183
208964.PA1521 208964.PA0134 0 900 0 900
208964.PA1523 208964.PA1524 652 900 0 963
208964.PA1523 208964.PA1931 0 900 0 900
208964.PA1523 208964.PA1933 0 900 0 900
208964.PA1523 208964.PA1932 0 900 0 900
208964.PA1524 208964.PA1933 0 900 0 900
208964.PA1524 208964.PA1931 0 900 0 900
208964.PA1524 208964.PA1523 652 900 0 963
208964.PA1524 208964.PA1932 0 900 0 900
208964.PA1525 208964.PA2574 0 900 0 900
208964.PA1526 208964.PA1678 184 0 0 183
208964.PA1527 208964.PA1409 145 0 62 163
208964.PA1527 208964.PA5493 0 0 359 359
208964.PA1527 208964.PA4005 160 0 0 159
208964.PA1527 208964.PA5562 85 0 241 275
208964.PA1527 208964.PA2457 241 0 96 284
208964.PA1527 208964.PA3774 145 0 62 163
208964.PA1527 208964.PA0321 145 0 62 163
208964.PA1527 208964.PA3197 103 0 385 424
208964.PA1527 208964.PA3198 554 0 354 699
208964.PA1527 208964.PA4407 0 0 241 240
208964.PA1527 208964.PA2300 371 0 0 371
208964.PA1527 208964.PA2458 241 0 96 284
208964.PA1527 208964.PA3344 143 0 137 228
208964.PA1527 208964.PA2684 241 0 96 284
208964.PA1528 208964.PA4413 0 0 264 264
208964.PA1528 208964.PA4419 0 0 245 244
208964.PA1528 208964.PA4407 798 0 945 988
208964.PA1528 208964.PA4002 0 0 207 207
208964.PA1528 208964.PA5052 0 0 356 356
208964.PA1528 208964.PA4700 0 0 236 236
208964.PA1528 208964.PA0374 0 0 356 356
208964.PA1528 208964.PA0375 0 0 242 241
208964.PA1528 208964.PA5227 0 0 240 239
208964.PA1528 208964.PA4418 0 0 171 171
208964.PA1528 208964.PA2615 0 0 243 242
208964.PA1528 208964.PA3179 0 0 167 167
208964.PA1528 208964.PA4517 194 0 0 194
208964.PA1528 208964.PA4409 0 0 272 272
208964.PA1528 208964.PA2272 0 0 171 171
208964.PA1528 208964.PA4408 126 0 542 582
208964.PA1528 208964.PA3310 194 0 0 194
208964.PA1528 208964.PA5407 0 0 170 169
208964.PA1528 208964.PA1972 194 0 0 194
208964.PA1528 208964.PA4003 0 0 151 150
208964.PA1529 208964.PA0002 0 0 358 358
208964.PA1529 208964.PA3770 247 0 0 246
208964.PA1529 208964.PA4560 195 0 0 195
208964.PA1529 208964.PA3011 393 0 0 392
208964.PA1529 208964.PA0573 161 0 0 161
208964.PA1529 208964.PA1946 330 0 0 330
208964.PA1529 208964.PA3987 218 0 0 218
208964.PA1529 208964.PA4284 142 0 358 425
208964.PA1532 208964.PA4878 207 0 0 207
208964.PA1532 208964.PA4482 245 0 0 244
208964.PA1532 208964.PA2737 207 0 0 207
208964.PA1532 208964.PA3322 207 0 0 207
208964.PA1532 208964.PA1366 175 0 0 175
208964.PA1532 208964.PA1839 268 0 0 268
208964.PA1532 208964.PA5116 207 0 0 207
208964.PA1532 208964.PA1533 0 0 358 358
208964.PA1532 208964.PA3689 273 0 0 273
208964.PA1532 208964.PA3806 268 0 0 268
208964.PA1532 208964.PA4659 207 0 0 207
208964.PA1532 208964.PA0669 662 0 224 726
208964.PA1532 208964.PA2961 806 900 358 986
208964.PA1532 208964.PA4778 207 0 0 207
208964.PA1532 208964.PA3528 443 0 164 514
208964.PA1532 208964.PA0772 240 0 0 239
208964.PA1532 208964.PA4232 553 0 0 553
208964.PA1532 208964.PA3640 662 900 224 971
208964.PA1532 208964.PA2718 207 0 0 207
208964.PA1532 208964.PA3989 806 900 357 986
208964.PA1532 208964.PA0002 736 900 635 989
208964.PA1532 208964.PA4946 250 0 0 250
208964.PA1532 208964.PA2016 266 0 0 266
208964.PA1532 208964.PA4931 457 0 516 725
208964.PA1532 208964.PA3232 443 900 164 949
208964.PA1532 208964.PA3832 406 900 251 951
208964.PA1532 208964.PA2273 207 0 0 207
208964.PA1532 208964.PA1816 664 900 576 984
208964.PA1533 208964.PA1448 152 0 0 151
208964.PA1533 208964.PA1532 0 0 358 358
208964.PA1534 208964.PA0772 806 0 703 939
208964.PA1534 208964.PA4667 171 0 0 171
208964.PA1534 208964.PA3617 0 0 358 358
208964.PA1534 208964.PA0003 0 0 567 567
208964.PA1534 208964.PA0967 0 0 358 358
208964.PA1534 208964.PA1092 184 0 0 183
208964.PA1534 208964.PA0966 0 0 358 358
208964.PA1534 208964.PA1087 184 0 0 183
208964.PA1534 208964.PA1812 244 0 0 243
208964.PA1534 208964.PA3482 257 0 0 256
208964.PA1534 208964.PA4283 0 0 358 358
208964.PA1535 208964.PA3994 153 0 0 152
208964.PA1535 208964.PA1211 153 0 0 152
208964.PA1535 208964.PA5080 168 0 0 167
208964.PA1535 208964.PA3014 131 0 121 203
208964.PA1535 208964.PA3053 189 0 0 189
208964.PA1535 208964.PA2951 331 0 62 345
208964.PA1535 208964.PA0502 168 0 0 167
208964.PA1535 208964.PA2086 153 0 0 152
208964.PA1535 208964.PA0730 168 0 0 167
208964.PA1535 208964.PA5513 168 0 0 167
208964.PA1535 208964.PA1737 131 0 121 203
208964.PA1535 208964.PA1621 168 0 0 167
208964.PA1535 208964.PA3226 189 0 0 189
208964.PA1535 208964.PA1176 206 0 0 206
208964.PA1535 208964.PA3586 153 0 0 152
208964.PA1535 208964.PA0231 189 0 0 189
208964.PA1535 208964.PA3429 153 0 0 152
208964.PA1535 208964.PA0829 153 0 0 152
208964.PA1535 208964.PA5401 330 0 62 344
208964.PA1535 208964.PA5057 168 0 0 167
208964.PA1535 208964.PA2949 153 0 0 152
208964.PA1535 208964.PA2717 153 0 0 152
208964.PA1535 208964.PA5418 123 0 96 173
208964.PA1535 208964.PA3324 153 0 0 152
208964.PA1535 208964.PA2644 206 0 0 206
208964.PA1535 208964.PA2952 330 0 74 353
208964.PA1535 208964.PA1622 189 0 0 189
208964.PA1535 208964.PA4008 168 0 0 167
208964.PA1535 208964.PA4152 246 0 0 245
208964.PA1535 208964.PA3479 168 0 0 167
208964.PA1535 208964.PA0362 206 0 0 206
208964.PA1535 208964.PA2639 324 0 0 323
208964.PA1535 208964.PA3509 189 0 0 189
208964.PA1535 208964.PA2934 153 0 0 152
208964.PA1535 208964.PA5400 331 0 62 345
208964.PA1535 208964.PA2764 153 0 0 152
208964.PA1535 208964.PA0480 189 0 0 189
208964.PA1535 208964.PA2745 153 0 0 152
208964.PA1538 208964.PA0745 186 0 0 186
208964.PA1538 208964.PA3745 367 0 0 367
208964.PA1538 208964.PA4246 328 0 0 328
208964.PA1538 208964.PA2767 186 0 0 186
208964.PA1538 208964.PA1737 186 0 0 186
208964.PA1538 208964.PA0555 367 0 0 367
208964.PA1538 208964.PA4241 328 0 0 328
208964.PA1538 208964.PA4445 153 0 0 152
208964.PA1538 208964.PA4980 186 0 0 186
208964.PA1538 208964.PA0794 328 0 0 328
208964.PA1538 208964.PA4262 274 0 0 274
208964.PA1538 208964.PA5343 206 0 0 206
208964.PA1538 208964.PA5553 341 0 0 341
208964.PA1538 208964.PA4741 328 0 0 328
208964.PA1538 208964.PA3146 206 0 0 206
208964.PA1538 208964.PA2841 186 0 0 186
208964.PA1538 208964.PA4242 328 0 0 328
208964.PA1538 208964.PA4760 348 0 75 371
208964.PA1538 208964.PA4274 367 0 0 367
208964.PA1538 208964.PA1562 328 0 0 328
208964.PA1538 208964.PA5315 367 0 0 367
208964.PA1538 208964.PA4260 328 0 0 328
208964.PA1538 208964.PA4267 328 0 0 328
208964.PA1538 208964.PA1629 186 0 0 186
208964.PA1538 208964.PA4237 367 0 0 367
208964.PA1538 208964.PA4264 328 0 0 328
208964.PA1538 208964.PA1821 186 0 0 186
208964.PA1538 208964.PA4068 206 0 0 206
208964.PA1538 208964.PA4433 328 0 0 328
208964.PA1538 208964.PA4240 328 0 0 328
208964.PA1538 208964.PA3591 186 0 0 186
208964.PA1538 208964.PA4253 328 0 0 328
208964.PA1538 208964.PA4244 328 0 0 328
208964.PA1538 208964.PA4254 328 0 0 328
208964.PA1538 208964.PA2122 367 0 0 367
208964.PA1538 208964.PA3656 328 0 0 328
208964.PA1538 208964.PA4250 328 0 0 328
208964.PA1538 208964.PA4361 206 0 0 206
208964.PA1538 208964.PA1191 348 0 75 371
208964.PA1538 208964.PA3337 206 0 0 206
208964.PA1538 208964.PA1021 186 0 0 186
208964.PA1538 208964.PA4268 328 0 0 328
208964.PA1538 208964.PA3742 367 0 0 367
208964.PA1538 208964.PA1240 186 0 0 186
208964.PA1538 208964.PA4468 328 0 0 328
208964.PA1538 208964.PA3014 186 0 0 186
208964.PA1538 208964.PA5316 367 0 0 367
208964.PA1538 208964.PA4567 367 0 0 367
208964.PA1538 208964.PA1578 377 0 0 377
208964.PA1538 208964.PA4631 206 0 0 206
208964.PA1538 208964.PA3554 206 0 0 206
208964.PA1538 208964.PA0744 186 0 0 186
208964.PA1538 208964.PA4263 328 0 0 328
208964.PA1538 208964.PA4248 328 0 0 328
208964.PA1538 208964.PA0770 367 0 0 367
208964.PA1538 208964.PA4366 328 0 0 328
208964.PA1538 208964.PA2013 186 0 0 186
208964.PA1538 208964.PA4249 328 0 0 328
208964.PA1538 208964.PA2890 186 0 0 186
208964.PA1538 208964.PA5454 206 0 0 206
208964.PA1538 208964.PA4330 186 0 0 186
208964.PA1538 208964.PA4256 343 0 0 343
208964.PA1538 208964.PA2970 367 0 0 367
208964.PA1538 208964.PA1748 186 0 0 186
208964.PA1538 208964.PA4239 328 0 0 328
208964.PA1538 208964.PA4935 367 0 0 367
208964.PA1538 208964.PA4258 328 0 0 328
208964.PA1538 208964.PA3600 328 0 0 328
208964.PA1538 208964.PA5554 353 0 0 353
208964.PA1538 208964.PA3426 186 0 0 186
208964.PA1538 208964.PA5556 442 0 0 442
208964.PA1538 208964.PA5555 389 0 0 388
208964.PA1538 208964.PA4251 328 0 0 328
208964.PA1538 208964.PA4432 367 0 0 367
208964.PA1543 208964.PA5298 0 900 0 900
208964.PA1543 208964.PA3970 96 900 0 905
208964.PA1543 208964.PA4670 0 0 225 224
208964.PA1543 208964.PA4645 0 900 0 900
208964.PA1543 208964.PA4115 0 900 0 900
208964.PA1544 208964.PA0576 298 0 121 356
208964.PA1544 208964.PA5337 419 0 0 418
208964.PA1544 208964.PA4151 203 0 0 203
208964.PA1544 208964.PA2137 167 0 0 167
208964.PA1544 208964.PA0533 183 0 0 183
208964.PA1544 208964.PA0950 178 0 0 177
208964.PA1544 208964.PA2248 203 0 0 203
208964.PA1544 208964.PA4270 483 0 0 483
208964.PA1544 208964.PA4238 475 0 0 475
208964.PA1544 208964.PA1596 154 0 94 200
208964.PA1544 208964.PA2778 380 0 97 416
208964.PA1544 208964.PA3060 380 0 96 415
208964.PA1544 208964.PA4269 419 0 143 480
208964.PA1544 208964.PA3581 174 0 0 173
208964.PA1544 208964.PA4034 174 0 0 173
208964.PA1544 208964.PA4437 380 0 96 415
208964.PA1544 208964.PA3074 380 0 97 416
208964.PA1544 208964.PA1992 182 0 0 181
208964.PA1544 208964.PA3217 114 134 132 275
208964.PA1544 208964.PA0376 298 0 98 339
208964.PA1544 208964.PA3622 298 0 98 339
208964.PA1544 208964.PA1068 154 0 94 200
208964.PA1544 208964.PA0590 63 0 132 151
208964.PA1544 208964.PA3416 203 0 0 203
208964.PA1546 208964.PA4944 0 0 410 409
208964.PA1546 208964.PA0024 0 900 0 900
208964.PA1548 208964.PA0114 0 0 243 242
208964.PA1548 208964.PA0111 0 0 171 171
208964.PA1549 208964.PA3520 281 0 0 281
208964.PA1551 208964.PA1175 0 0 164 163
208964.PA1551 208964.PA0362 179 0 117 244
208964.PA1551 208964.PA4811 0 0 164 163
208964.PA1551 208964.PA2644 179 0 117 244
208964.PA1551 208964.PA1176 179 0 367 458
208964.PA1552 208964.PA4100 265 0 84 297
208964.PA1552 208964.PA3710 265 0 84 297
208964.PA1552 208964.PA3868 344 0 0 343
208964.PA1552 208964.PA2566 367 0 141 433
208964.PA1552 208964.PA5354 197 0 0 197
208964.PA1552 208964.PA5418 367 0 141 433
208964.PA1552 208964.PA0105 367 0 374 586
208964.PA1552 208964.PA4882 285 0 0 284
208964.PA1552 208964.PA0519 319 0 142 390
208964.PA1552 208964.PA0509 319 0 142 390
208964.PA1552 208964.PA4133 774 0 164 802
208964.PA1552 208964.PA1451 314 0 0 313
208964.PA1552 208964.PA2194 367 0 141 433
208964.PA1552 208964.PA1092 130 0 130 210
208964.PA1552 208964.PA1553 806 0 238 845
208964.PA1552 208964.PA0108 345 0 0 345
208964.PA1552 208964.PA1554 774 0 164 802
208964.PA1552 208964.PA1087 130 0 130 210
208964.PA1552 208964.PA1450 314 0 0 313
208964.PA1552 208964.PA2265 265 0 84 297
208964.PA1552 208964.PA4265 344 0 0 343
208964.PA1552 208964.PA2961 164 0 0 163
208964.PA1552 208964.PA0524 348 0 0 347
208964.PA1552 208964.PA1556 806 0 238 845
208964.PA1552 208964.PA2345 367 0 141 433
208964.PA1552 208964.PA1779 267 0 0 267
208964.PA1552 208964.PA1319 345 0 0 345
208964.PA1552 208964.PA2481 368 0 232 493
208964.PA1552 208964.PA4571 368 0 371 585
208964.PA1552 208964.PA3875 361 0 0 361
208964.PA1552 208964.PA0536 314 0 0 313
208964.PA1552 208964.PA2714 267 0 0 267
208964.PA1552 208964.PA3822 164 0 0 163
208964.PA1552 208964.PA4692 285 0 0 284
208964.PA1552 208964.PA3032 0 0 233 232
208964.PA1552 208964.PA0106 367 0 236 495
208964.PA1552 208964.PA5355 197 0 0 197
208964.PA1552 208964.PA0516 319 0 0 319
208964.PA1552 208964.PA1552.1 135 0 234 309
208964.PA1552 208964.PA5327 197 0 0 197
208964.PA1552 208964.PA3874 349 0 0 349
208964.PA1552 208964.PA4587 0 0 233 232
208964.PA1552 208964.PA4429 349 0 0 349
208964.PA1552 208964.PA1317 367 0 238 497
208964.PA1552 208964.PA1318 367 0 236 495
208964.PA1552 208964.PA4811 422 0 170 499
208964.PA1552 208964.PA5398 367 0 158 444
208964.PA1552 208964.PA0521 345 0 0 345
208964.PA1552 208964.PA1557 774 0 164 802
208964.PA1552 208964.PA3534 267 0 0 267
208964.PA1552 208964.PA4277 344 0 0 343
208964.PA1552 208964.PA4772 197 0 0 197
208964.PA1552 208964.PA3785 563 0 0 563
208964.PA1552 208964.PA5372 265 0 84 297
208964.PA1552 208964.PA1856 774 0 164 802
208964.PA1552 208964.PA4430 427 0 363 619
208964.PA1552 208964.PA1688 319 0 0 319
208964.PA1552 208964.PA0317 197 0 0 197
208964.PA1552 208964.PA4140 197 0 0 197
208964.PA1552 208964.PA4431 427 0 361 618
208964.PA1552 208964.PA1555 0 900 134 909
208964.PA1552 208964.PA4986 367 0 158 444
208964.PA1552 208964.PA1174 267 0 0 267
208964.PA1552 208964.PA1555.1 135 0 234 309
208964.PA1552 208964.PA1416 197 0 0 197
208964.PA1552 208964.PA2124 265 0 84 297
208964.PA1552 208964.PA3026 197 0 0 197
208964.PA1552 208964.PA1266 367 0 141 433
208964.PA1552 208964.PA5181 267 0 0 267
208964.PA1552 208964.PA0364 265 0 84 297
208964.PA1552.1 208964.PA2077 135 0 78 168
208964.PA1552.1 208964.PA1983 135 0 78 168
208964.PA1552.1 208964.PA0519 135 0 170 251
208964.PA1552.1 208964.PA0509 135 0 170 251
208964.PA1552.1 208964.PA1555 135 0 234 309
208964.PA1552.1 208964.PA0105 135 0 151 234
208964.PA1552.1 208964.PA4571 135 0 78 168
208964.PA1552.1 208964.PA0523 135 0 78 168
208964.PA1552.1 208964.PA4619 135 0 78 168
208964.PA1552.1 208964.PA1556 0 0 152 151
208964.PA1552.1 208964.PA5248 135 0 78 168
208964.PA1552.1 208964.PA1552 135 0 234 309
208964.PA1552.1 208964.PA0007 135 0 78 168
208964.PA1552.1 208964.PA2266 135 0 78 168
208964.PA1552.1 208964.PA0517 135 0 78 168
208964.PA1552.1 208964.PA1941 135 0 78 168
208964.PA1552.1 208964.PA2078 135 0 78 168
208964.PA1552.1 208964.PA1553 0 0 152 151
208964.PA1552.1 208964.PA1600 135 0 78 168
208964.PA1552.1 208964.PA1734 135 0 78 168
208964.PA1553 208964.PA5490 381 0 106 422
208964.PA1553 208964.PA4619 363 0 78 387
208964.PA1553 208964.PA5248 363 0 78 387
208964.PA1553 208964.PA4429 425 0 0 424
208964.PA1553 208964.PA0105 363 0 356 572
208964.PA1553 208964.PA0519 363 0 170 448
208964.PA1553 208964.PA4133 496 0 130 542
208964.PA1553 208964.PA0509 363 0 170 448
208964.PA1553 208964.PA1557 496 0 130 542
208964.PA1553 208964.PA1734 363 0 78 387
208964.PA1553 208964.PA2078 363 0 78 387
208964.PA1553 208964.PA1554 496 0 247 604
208964.PA1553 208964.PA1856 496 0 130 542
208964.PA1553 208964.PA1941 363 0 78 387
208964.PA1553 208964.PA4430 425 0 0 424
208964.PA1553 208964.PA0007 363 0 78 387
208964.PA1553 208964.PA1552 806 0 238 845
208964.PA1553 208964.PA0517 363 0 78 387
