protein1 protein2 combined_score
208964.PA0655 208964.PA4790 244
208964.PA0655 208964.PA3171 314
208964.PA0655 208964.PA2832 206
208964.PA0655 208964.PA2036 206
208964.PA0655 208964.PA5223 154
208964.PA0655 208964.PA0774 206
208964.PA0655 208964.PA2454 206
208964.PA0656 208964.PA1176 153
208964.PA0656 208964.PA4056 186
208964.PA0657 208964.PA1596 600
208964.PA0657 208964.PA4433 208
208964.PA0657 208964.PA1409 592
208964.PA0657 208964.PA3978 457
208964.PA0657 208964.PA4998 394
208964.PA0657 208964.PA5493 156
208964.PA0657 208964.PA5087 457
208964.PA0657 208964.PA4262 219
208964.PA0657 208964.PA4724 190
208964.PA0657 208964.PA4171 159
208964.PA0657 208964.PA4997 352
208964.PA0657 208964.PA2498 375
208964.PA0657 208964.PA0391 445
208964.PA0657 208964.PA3700 192
208964.PA0657 208964.PA5254 167
208964.PA0657 208964.PA3543 457
208964.PA0657 208964.PA3262 167
208964.PA0657 208964.PA3617 260
208964.PA0657 208964.PA4516 457
208964.PA0657 208964.PA4272 372
208964.PA0657 208964.PA3635 196
208964.PA0657 208964.PA3134 190
208964.PA0657 208964.PA5566 308
208964.PA0657 208964.PA3308 233
208964.PA0657 208964.PA4243 239
208964.PA0657 208964.PA4263 345
208964.PA0657 208964.PA4248 250
208964.PA0657 208964.PA0321 592
208964.PA0657 208964.PA2719 159
208964.PA0657 208964.PA1135 159
208964.PA0657 208964.PA2147 159
208964.PA0657 208964.PA4245 234
208964.PA0657 208964.PA4266 155
208964.PA0657 208964.PA4761 362
208964.PA0657 208964.PA0639 335
208964.PA0657 208964.PA3579 567
208964.PA0657 208964.PA4261 298
208964.PA0657 208964.PA0953 251
208964.PA0657 208964.PA4612 375
208964.PA0657 208964.PA1113 352
208964.PA0657 208964.PA2071 155
208964.PA0657 208964.PA3344 151
208964.PA0657 208964.PA0307 251
208964.PA0657 208964.PA0799 233
208964.PA0657 208964.PA4253 244
208964.PA0657 208964.PA1481 251
208964.PA0657 208964.PA1487 567
208964.PA0657 208964.PA4244 290
208964.PA0657 208964.PA5088 457
208964.PA0657 208964.PA2102 335
208964.PA0657 208964.PA2778 295
208964.PA0657 208964.PA3060 295
208964.PA0657 208964.PA4269 150
208964.PA0657 208964.PA4260 364
208964.PA0657 208964.PA4663 169
208964.PA0657 208964.PA1234 251
208964.PA0657 208964.PA4539 150
208964.PA0657 208964.PA5007 394
208964.PA0657 208964.PA0860 352
208964.PA0657 208964.PA3228 352
208964.PA0657 208964.PA4274 208
208964.PA0657 208964.PA4378 394
208964.PA0657 208964.PA3657 293
208964.PA0657 208964.PA3717 167
208964.PA0657 208964.PA4252 286
208964.PA0657 208964.PA4760 230
208964.PA0657 208964.PA4741 161
208964.PA0657 208964.PA3259 457
208964.PA0657 208964.PA0552 163
208964.PA0657 208964.PA0360 457
208964.PA0657 208964.PA5086 457
208964.PA0657 208964.PA4336 159
208964.PA0657 208964.PA2353 150
208964.PA0657 208964.PA1802 243
208964.PA0657 208964.PA4580 665
208964.PA0657 208964.PA3810 362
208964.PA0657 208964.PA2103 222
208964.PA0657 208964.PA4270 155
208964.PA0657 208964.PA4258 208
208964.PA0657 208964.PA4251 351
208964.PA0657 208964.PA4572 167
208964.PA0657 208964.PA3774 592
208964.PA0657 208964.PA0355 159
208964.PA0657 208964.PA0590 240
208964.PA0657 208964.PA3287 375
208964.PA0657 208964.PA4873 362
208964.PA0657 208964.PA4222 352
208964.PA0657 208964.PA1794 190
208964.PA0657 208964.PA4247 333
208964.PA0657 208964.PA3582 567
208964.PA0657 208964.PA2748 293
208964.PA0657 208964.PA4437 295
208964.PA0657 208964.PA1191 230
208964.PA0657 208964.PA4223 352
208964.PA0657 208964.PA2477 251
208964.PA0657 208964.PA2694 251
208964.PA0657 208964.PA3074 295
208964.PA0657 208964.PA4255 224
208964.PA0657 208964.PA1068 600
208964.PA0657 208964.PA4438 150
208964.PA0659 208964.PA5040 156
208964.PA0660 208964.PA3327 284
208964.PA0660 208964.PA1869 284
208964.PA0660 208964.PA5120 216
208964.PA0660 208964.PA3334 284
208964.PA0660 208964.PA4202 900
208964.PA0660 208964.PA2966 284
208964.PA0660 208964.PA2424 284
208964.PA0660 208964.PA2400 284
208964.PA0662 208964.PA2320 173
208964.PA0662 208964.PA1093 151
208964.PA0662 208964.PA2259 173
208964.PA0662 208964.PA1949 173
208964.PA0662 208964.PA4978 155
208964.PA0662 208964.PA3563 173
208964.PA0662 208964.PA4054 246
208964.PA0662 208964.PA1017 155
208964.PA0664 208964.PA1092 179
208964.PA0664 208964.PA0099 152
208964.PA0664 208964.PA1087 179
208964.PA0664 208964.PA4700 155
208964.PA0664 208964.PA2375 152
208964.PA0664 208964.PA0260 152
208964.PA0665 208964.PA0759 409
208964.PA0665 208964.PA4557 357
208964.PA0665 208964.PA1847 444
208964.PA0665 208964.PA3813 358
208964.PA0665 208964.PA2103 237
208964.PA0666 208964.PA4700 238
208964.PA0666 208964.PA0378 153
208964.PA0666 208964.PA4944 154
208964.PA0666 208964.PA0788 153
208964.PA0667 208964.PA4947 398
208964.PA0667 208964.PA5538 169
208964.PA0668 208964.PA1793 192
208964.PA0668 208964.PA3543 175
208964.PA0668 208964.PA4742 227
208964.PA0668 208964.PA5086 175
208964.PA0668 208964.PA0360 175
208964.PA0668 208964.PA3227 192
208964.PA0668 208964.PA3259 175
208964.PA0668 208964.PA4138 900
208964.PA0668 208964.PA5087 175
208964.PA0668 208964.PA0956 224
208964.PA0668 208964.PA0394 155
208964.PA0668 208964.PA3987 155
208964.PA0668 208964.PA1794 169
208964.PA0668 208964.PA3482 447
208964.PA0668 208964.PA3134 224
208964.PA0668 208964.PA3978 175
208964.PA0668 208964.PA4516 175
208964.PA0668 208964.PA4439 224
208964.PA0668 208964.PA5088 175
208964.PA0669 208964.PA3989 480
208964.PA0669 208964.PA0002 748
208964.PA0669 208964.PA4232 357
208964.PA0669 208964.PA1532 726
208964.PA0669 208964.PA3832 357
208964.PA0669 208964.PA2961 480
208964.PA0669 208964.PA3007 224
208964.PA0669 208964.PA4931 300
208964.PA0669 208964.PA3232 498
208964.PA0669 208964.PA1816 726
208964.PA0669 208964.PA3528 498
208964.PA0670 208964.PA3262 422
208964.PA0670 208964.PA3770 155
208964.PA0670 208964.PA3617 347
208964.PA0670 208964.PA3007 412
208964.PA0670 208964.PA0071 151
208964.PA0670 208964.PA2159 155
208964.PA0670 208964.PA4002 472
208964.PA0670 208964.PA2395 151
208964.PA0670 208964.PA4572 422
208964.PA0670 208964.PA3308 345
208964.PA0670 208964.PA0002 902
208964.PA0670 208964.PA3717 422
208964.PA0670 208964.PA3495 224
208964.PA0670 208964.PA5493 161
208964.PA0670 208964.PA1886 849
208964.PA0670 208964.PA0382 205
208964.PA0670 208964.PA0250 155
208964.PA0670 208964.PA1686 224
208964.PA0670 208964.PA2961 604
208964.PA0670 208964.PA2192 155
208964.PA0670 208964.PA3620 267
208964.PA0670 208964.PA4413 472
208964.PA0670 208964.PA4385 229
208964.PA0670 208964.PA0799 345
208964.PA0670 208964.PA5254 422
208964.PA0674 208964.PA3268 202
208964.PA0674 208964.PA4897 343
208964.PA0674 208964.PA4837 343
208964.PA0674 208964.PA0694 292
208964.PA0674 208964.PA2057 473
208964.PA0674 208964.PA2982 292
208964.PA0674 208964.PA0192 343
208964.PA0674 208964.PA0470 343
208964.PA0674 208964.PA2983 251
208964.PA0674 208964.PA4710 343
208964.PA0674 208964.PA0693 251
208964.PA0674 208964.PA2289 343
208964.PA0674 208964.PA1302 343
208964.PA0674 208964.PA0969 251
208964.PA0674 208964.PA4675 343
208964.PA0674 208964.PA3691 171
208964.PA0674 208964.PA0198 251
208964.PA0674 208964.PA3408 343
208964.PA0674 208964.PA2335 343
208964.PA0674 208964.PA1271 473
208964.PA0674 208964.PA3790 343
208964.PA0674 208964.PA0199 292
208964.PA0674 208964.PA1924 251
208964.PA0674 208964.PA3901 202
208964.PA0674 208964.PA0970 292
208964.PA0674 208964.PA1365 343
208964.PA0675 208964.PA3011 207
208964.PA0675 208964.PA4270 422
208964.PA0675 208964.PA0763 364
208964.PA0675 208964.PA2783 179
208964.PA0675 208964.PA3115 278
208964.PA0675 208964.PA5337 358
208964.PA0675 208964.PA0175 183
208964.PA0675 208964.PA1782 237
208964.PA0675 208964.PA3340 278
208964.PA0675 208964.PA3483 418
208964.PA0675 208964.PA3348 183
208964.PA0675 208964.PA0412 183
208964.PA0675 208964.PA3706 183
208964.PA0675 208964.PA4269 434
208964.PA0675 208964.PA0943 179
208964.PA0675 208964.PA4238 395
208964.PA0676 208964.PA0151 271
208964.PA0676 208964.PA4168 271
208964.PA0676 208964.PA2398 271
208964.PA0676 208964.PA2466 271
208964.PA0676 208964.PA4221 271
208964.PA0677 208964.PA0678 447
208964.PA0677 208964.PA2674 408
208964.PA0677 208964.PA3099 642
208964.PA0677 208964.PA0682 532
208964.PA0677 208964.PA2675 442
208964.PA0677 208964.PA3100 447
208964.PA0677 208964.PA2672 938
208964.PA0677 208964.PA0680 642
208964.PA0677 208964.PA2671 439
208964.PA0677 208964.PA0681 442
208964.PA0677 208964.PA3097 532
208964.PA0677 208964.PA3098 900
208964.PA0677 208964.PA3101 442
208964.PA0678 208964.PA2671 366
208964.PA0678 208964.PA3096 224
208964.PA0678 208964.PA3098 447
208964.PA0678 208964.PA3100 900
208964.PA0678 208964.PA3097 408
208964.PA0678 208964.PA0682 408
208964.PA0678 208964.PA0677 447
208964.PA0678 208964.PA2673 408
208964.PA0679 208964.PA3104 900
208964.PA0679 208964.PA1867 900
208964.PA0680 208964.PA0682 553
208964.PA0680 208964.PA3099 900
208964.PA0680 208964.PA0677 642
208964.PA0680 208964.PA2673 938
208964.PA0680 208964.PA3097 553
208964.PA0680 208964.PA2671 366
208964.PA0680 208964.PA3096 171
208964.PA0680 208964.PA3098 642
208964.PA0681 208964.PA2674 900
208964.PA0681 208964.PA0682 403
208964.PA0681 208964.PA0677 442
208964.PA0681 208964.PA2673 408
208964.PA0681 208964.PA3097 403
208964.PA0681 208964.PA3101 900
208964.PA0681 208964.PA2675 900
208964.PA0681 208964.PA2671 366
208964.PA0681 208964.PA3096 161
208964.PA0681 208964.PA3098 442
208964.PA0682 208964.PA0681 403
208964.PA0682 208964.PA3097 900
208964.PA0682 208964.PA3101 403
208964.PA0682 208964.PA2673 439
208964.PA0682 208964.PA3098 532
208964.PA0682 208964.PA2674 366
208964.PA0682 208964.PA0678 408
208964.PA0682 208964.PA3099 553
208964.PA0682 208964.PA0680 553
208964.PA0682 208964.PA2672 366
208964.PA0682 208964.PA2675 403
208964.PA0682 208964.PA3100 408
208964.PA0682 208964.PA0677 532
208964.PA0683 208964.PA5042 534
208964.PA0683 208964.PA4526 349
208964.PA0683 208964.PA4554 169
208964.PA0683 208964.PA5210 349
208964.PA0683 208964.PA0395 223
208964.PA0683 208964.PA3102 411
208964.PA0683 208964.PA0020 367
208964.PA0683 208964.PA5178 367
208964.PA0683 208964.PA3103 349
208964.PA0683 208964.PA0686 349
208964.PA0683 208964.PA0687 411
208964.PA0683 208964.PA2677 349
208964.PA0683 208964.PA2676 411
208964.PA0683 208964.PA5040 534
208964.PA0683 208964.PA5043 734
208964.PA0683 208964.PA5041 534
208964.PA0683 208964.PA3096 900
208964.PA0684 208964.PA3096 673
208964.PA0684 208964.PA3095 900
208964.PA0685 208964.PA1867 527
208964.PA0685 208964.PA1703 293
208964.PA0685 208964.PA1723 439
208964.PA0685 208964.PA1691 367
208964.PA0685 208964.PA3104 527
208964.PA0685 208964.PA1693 411
208964.PA0685 208964.PA1692 367
208964.PA0686 208964.PA5042 422
208964.PA0686 208964.PA5043 496
208964.PA0686 208964.PA5041 354
208964.PA0686 208964.PA0687 298
208964.PA0686 208964.PA0020 354
208964.PA0686 208964.PA0683 349
208964.PA0686 208964.PA5040 422
208964.PA0686 208964.PA3096 605
208964.PA0686 208964.PA5178 298
208964.PA0686 208964.PA5044 422
208964.PA0686 208964.PA2984 388
208964.PA0686 208964.PA3102 298
208964.PA0686 208964.PA2676 294
208964.PA0686 208964.PA4528 186
208964.PA0686 208964.PA2960 451
208964.PA0687 208964.PA2676 900
208964.PA0687 208964.PA5043 462
208964.PA0687 208964.PA5040 462
208964.PA0687 208964.PA3096 161
208964.PA0687 208964.PA4528 163
208964.PA0687 208964.PA5041 462
208964.PA0687 208964.PA5044 462
208964.PA0687 208964.PA5178 345
208964.PA0687 208964.PA3103 298
208964.PA0687 208964.PA0686 298
208964.PA0687 208964.PA2677 298
208964.PA0687 208964.PA5210 294
208964.PA0687 208964.PA0395 163
208964.PA0687 208964.PA3102 900
208964.PA0687 208964.PA0020 382
208964.PA0687 208964.PA4526 298
208964.PA0687 208964.PA5042 462
208964.PA0687 208964.PA0683 411
208964.PA0688 208964.PA3946 165
208964.PA0688 208964.PA4054 192
208964.PA0688 208964.PA4922 457
208964.PA0688 208964.PA5367 400
208964.PA0688 208964.PA5366 150
208964.PA0689 208964.PA5367 400
208964.PA0689 208964.PA5366 150
208964.PA0689 208964.PA3946 165
208964.PA0689 208964.PA4054 192
208964.PA0690 208964.PA1082 163
208964.PA0690 208964.PA4624 580
208964.PA0690 208964.PA3166 181
208964.PA0690 208964.PA2783 241
208964.PA0690 208964.PA3125 355
208964.PA0690 208964.PA0692 571
208964.PA0690 208964.PA2856 355
208964.PA0690 208964.PA2463 579
208964.PA0690 208964.PA0040 579
208964.PA0690 208964.PA4540 580
208964.PA0690 208964.PA0943 241
208964.PA0690 208964.PA3750 355
208964.PA0690 208964.PA4625 540
208964.PA0692 208964.PA2463 540
208964.PA0692 208964.PA0040 540
208964.PA0692 208964.PA4540 540
208964.PA0692 208964.PA4624 540
208964.PA0692 208964.PA0690 571
208964.PA0692 208964.PA4625 571
208964.PA0693 208964.PA0974 150
208964.PA0693 208964.PA5531 254
208964.PA0693 208964.PA0695 234
208964.PA0693 208964.PA0970 418
208964.PA0693 208964.PA2739 181
208964.PA0693 208964.PA0972 150
208964.PA0693 208964.PA0199 418
208964.PA0693 208964.PA0971 254
208964.PA0693 208964.PA0406 254
208964.PA0693 208964.PA0197 254
208964.PA0693 208964.PA2982 418
208964.PA0693 208964.PA0694 670
208964.PA0693 208964.PA0674 251
208964.PA0694 208964.PA0406 368
208964.PA0694 208964.PA4054 167
208964.PA0694 208964.PA1924 405
208964.PA0694 208964.PA4462 171
208964.PA0694 208964.PA0972 150
208964.PA0694 208964.PA0674 292
208964.PA0694 208964.PA0969 524
208964.PA0694 208964.PA0198 521
208964.PA0694 208964.PA0199 252
208964.PA0694 208964.PA0971 295
208964.PA0694 208964.PA5531 295
208964.PA0694 208964.PA0197 295
208964.PA0694 208964.PA2983 452
208964.PA0694 208964.PA0695 283
208964.PA0694 208964.PA0693 670
208964.PA0694 208964.PA0974 150
208964.PA0695 208964.PA0198 234
208964.PA0695 208964.PA3691 165
208964.PA0695 208964.PA4675 326
208964.PA0695 208964.PA0969 234
208964.PA0695 208964.PA0970 283
208964.PA0695 208964.PA3901 194
208964.PA0695 208964.PA1365 326
208964.PA0695 208964.PA1924 234
208964.PA0695 208964.PA1271 453
208964.PA0695 208964.PA0199 283
208964.PA0695 208964.PA3790 326
208964.PA0695 208964.PA2335 326
208964.PA0695 208964.PA3408 326
208964.PA0695 208964.PA0192 326
208964.PA0695 208964.PA2982 283
208964.PA0695 208964.PA4897 326
208964.PA0695 208964.PA2057 453
208964.PA0695 208964.PA0694 283
208964.PA0695 208964.PA4837 326
208964.PA0695 208964.PA3268 194
208964.PA0695 208964.PA0693 234
208964.PA0695 208964.PA1302 326
208964.PA0695 208964.PA2289 326
208964.PA0695 208964.PA4710 326
208964.PA0695 208964.PA0470 326
208964.PA0695 208964.PA2983 234
208964.PA0698 208964.PA3746 161
208964.PA0698 208964.PA2743 173
208964.PA0698 208964.PA4270 224
208964.PA0698 208964.PA0972 216
208964.PA0698 208964.PA1974 182
208964.PA0698 208964.PA4271 173
208964.PA0698 208964.PA3619 216
208964.PA0698 208964.PA4241 173
208964.PA0698 208964.PA2619 173
208964.PA0698 208964.PA4732 153
208964.PA0698 208964.PA3834 220
208964.PA0699 208964.PA1777 163
208964.PA0699 208964.PA0633 171
208964.PA0699 208964.PA3770 163
208964.PA0699 208964.PA3028 213
208964.PA0699 208964.PA4270 161
208964.PA0699 208964.PA3801 165
208964.PA0699 208964.PA1847 240
208964.PA0699 208964.PA3914 213
208964.PA0699 208964.PA3800 173
208964.PA0699 208964.PA1082 175
208964.PA0699 208964.PA3648 222
208964.PA0702 208964.PA3337 194
208964.PA0702 208964.PA4361 194
208964.PA0702 208964.PA4513 165
208964.PA0702 208964.PA5454 194
208964.PA0702 208964.PA2475 259
208964.PA0702 208964.PA5343 194
208964.PA0702 208964.PA4087 155
208964.PA0702 208964.PA3146 194
208964.PA0702 208964.PA4068 194
208964.PA0702 208964.PA3679 259
208964.PA0702 208964.PA4631 194
208964.PA0702 208964.PA3554 194
208964.PA0702 208964.PA4855 155
208964.PA0702 208964.PA3331 259
208964.PA0704 208964.PA4482 613
208964.PA0704 208964.PA3323 153
208964.PA0704 208964.PA5224 153
208964.PA0704 208964.PA1794 404
208964.PA0704 208964.PA1068 165
208964.PA0704 208964.PA4484 613
208964.PA0704 208964.PA4724 404
208964.PA0704 208964.PA1596 165
208964.PA0704 208964.PA4498 153
208964.PA0704 208964.PA3134 404
208964.PA0705 208964.PA4667 223
208964.PA0705 208964.PA4437 440
208964.PA0705 208964.PA2567 241
208964.PA0705 208964.PA3074 555
208964.PA0705 208964.PA1181 363
208964.PA0705 208964.PA3060 440
208964.PA0705 208964.PA2778 555
208964.PA0705 208964.PA0861 238
208964.PA0710 208964.PA3524 900
208964.PA0710 208964.PA1813 163
208964.PA0710 208964.PA5111 900
208964.PA0710 208964.PA4056 186
208964.PA0728 208964.PA5280 426
208964.PA0728 208964.PA2615 167
208964.PA0729 208964.PA0125 650
208964.PA0730 208964.PA2325 167
208964.PA0730 208964.PA2815 167
208964.PA0730 208964.PA0507 167
208964.PA0730 208964.PA2330 167
208964.PA0730 208964.PA1535 167
208964.PA0730 208964.PA4349 152
208964.PA0730 208964.PA1020 167
208964.PA0730 208964.PA2498 221
208964.PA0730 208964.PA2966 360
208964.PA0730 208964.PA2550 167
208964.PA0730 208964.PA3593 167
208964.PA0730 208964.PA1187 167
208964.PA0730 208964.PA2345 161
208964.PA0730 208964.PA5557 210
208964.PA0730 208964.PA4435 167
208964.PA0730 208964.PA4994 167
208964.PA0730 208964.PA2597 167
208964.PA0730 208964.PA1284 167
208964.PA0730 208964.PA3327 220
208964.PA0730 208964.PA2424 376
208964.PA0730 208964.PA2194 161
208964.PA0730 208964.PA4199 167
208964.PA0730 208964.PA2566 161
208964.PA0730 208964.PA5418 161
208964.PA0730 208964.PA2889 167
208964.PA0730 208964.PA0508 167
208964.PA0730 208964.PA1266 161
208964.PA0730 208964.PA3972 167
208964.PA0730 208964.PA1869 360
208964.PA0730 208964.PA4979 167
208964.PA0730 208964.PA1631 167
208964.PA0730 208964.PA2324 167
208964.PA0730 208964.PA4612 221
208964.PA0730 208964.PA2400 220
208964.PA0730 208964.PA4986 161
208964.PA0730 208964.PA0879 167
208964.PA0730 208964.PA5020 167
208964.PA0730 208964.PA2346 167
208964.PA0730 208964.PA2015 167
208964.PA0730 208964.PA3939 167
208964.PA0730 208964.PA2355 167
208964.PA0730 208964.PA3334 220
208964.PA0730 208964.PA0746 167
208964.PA0730 208964.PA0506 167
208964.PA0730 208964.PA4995 167
208964.PA0730 208964.PA1022 167
208964.PA0730 208964.PA3287 221
208964.PA0730 208964.PA5187 167
208964.PA0730 208964.PA5398 161
208964.PA0730 208964.PA0590 357
208964.PA0730 208964.PA2347 167
208964.PA0730 208964.PA0447 167
208964.PA0730 208964.PA2552 167
208964.PA0730 208964.PA5555 210
208964.PA0730 208964.PA5556 210
208964.PA0730 208964.PA5554 210
208964.PA0733 208964.PA4544 183
208964.PA0733 208964.PA3246 183
208964.PA0733 208964.PA3048 203
208964.PA0741 208964.PA1812 208
208964.PA0742 208964.PA1119 171
208964.PA0742 208964.PA1048 171
208964.PA0742 208964.PA0973 171
208964.PA0742 208964.PA1777 171
208964.PA0742 208964.PA3526 171
208964.PA0742 208964.PA4947 398
208964.PA0742 208964.PA5183 171
208964.PA0742 208964.PA1874 171
208964.PA0742 208964.PA0004 453
208964.PA0742 208964.PA2900 171
208964.PA0742 208964.PA1812 389
208964.PA0742 208964.PA5556 155
208964.PA0742 208964.PA4735 171
208964.PA0742 208964.PA0833 171
208964.PA0742 208964.PA4386 155
208964.PA0742 208964.PA0070 171
208964.PA0742 208964.PA2548 171
208964.PA0742 208964.PA1041 171
208964.PA0742 208964.PA3692 171
208964.PA0742 208964.PA1624 171
208964.PA0742 208964.PA4967 453
208964.PA0742 208964.PA4385 155
208964.PA0742 208964.PA1800 155
208964.PA0742 208964.PA4340 171
208964.PA0744 208964.PA4263 422
208964.PA0744 208964.PA4248 384
208964.PA0744 208964.PA4271 238
208964.PA0744 208964.PA4494 181
208964.PA0744 208964.PA4366 359
208964.PA0744 208964.PA4671 165
208964.PA0744 208964.PA2824 509
208964.PA0744 208964.PA1578 238
208964.PA0744 208964.PA4380 181
208964.PA0744 208964.PA5275 238
208964.PA0744 208964.PA4751 155
208964.PA0744 208964.PA4432 431
208964.PA0744 208964.PA4935 408
208964.PA0744 208964.PA1538 186
208964.PA0744 208964.PA3600 369
208964.PA0744 208964.PA2970 375
208964.PA0744 208964.PA1396 194
208964.PA0744 208964.PA3946 523
208964.PA0744 208964.PA3271 533
208964.PA0744 208964.PA4249 392
208964.PA0744 208964.PA5393 186
208964.PA0744 208964.PA1456 196
208964.PA0744 208964.PA3044 219
208964.PA0744 208964.PA2122 366
208964.PA0744 208964.PA1992 223
208964.PA0744 208964.PA5017 186
208964.PA0744 208964.PA5199 181
208964.PA0744 208964.PA1158 181
208964.PA0744 208964.PA4244 422
208964.PA0744 208964.PA0290 186
208964.PA0744 208964.PA2583 523
208964.PA0744 208964.PA4253 384
208964.PA0744 208964.PA1611 207
208964.PA0744 208964.PA3925 322
208964.PA0744 208964.PA5316 420
208964.PA0744 208964.PA4601 186
208964.PA0744 208964.PA4725 186
208964.PA0744 208964.PA1646 186
208964.PA0744 208964.PA1208 186
208964.PA0744 208964.PA4293 188
208964.PA0744 208964.PA3337 210
208964.PA0744 208964.PA4986 190
208964.PA0744 208964.PA0861 186
208964.PA0744 208964.PA4813 186
